	MACD_Hist
2010-04-15	0.14180591716684465
2010-04-16	0.01747958430464336
2010-04-19	-0.0804458650027714
2010-04-20	-0.11630185749733546
2010-04-21	-0.17301234501546947
2010-04-22	-0.24517042814283418
2010-04-23	-0.2722533715607194
2010-04-26	-0.3462632107272642
2010-04-27	-0.4705440625874122
2010-04-28	-0.4649457687731948
2010-04-29	-0.4078079876165335
2010-04-30	-0.4404092422657222
2010-05-03	-0.38167829576940965
2010-05-04	-0.39044086074575673
2010-05-05	-0.3661293192828633
2010-05-06	-0.44214292166856317
2010-05-07	-0.4681940369473131
2010-05-10	-0.38455386187217455
2010-05-11	-0.3326722402273081
2010-05-12	-0.270110749068895
2010-05-13	-0.26542239621554997
2010-05-14	-0.2992013316888359
2010-05-17	-0.3016694693096904
2010-05-18	-0.3302825504199832
2010-05-19	-0.30091608974940076
2010-05-20	-0.3528490900837944
2010-05-21	-0.22246879965714528
2010-05-24	-0.20686941617264143
2010-05-25	-0.15634505448430014
2010-05-26	-0.11621692358408087
2010-05-27	0.025960908617886247
2010-05-28	0.07334128625283554
2010-06-01	0.045890005818752355
2010-06-02	0.09859093843352085
2010-06-03	0.10919761737274891
2010-06-04	0.030074219972958893
2010-06-07	-0.06611130180976454
2010-06-08	-0.04845911624774035
2010-06-09	-0.06493153839368704
2010-06-10	0.009261635193831497
2010-06-11	0.05340884684174041
2010-06-14	0.04246447045970836
2010-06-15	0.09957495328700006
2010-06-16	0.15591499787896912
2010-06-17	0.18804169423570105
2010-06-18	0.25201881458074316
2010-06-21	0.2688514882346562
2010-06-22	0.23996170987186094
2010-06-23	0.251028236666614
2010-06-24	0.1991943089095236
2010-06-25	0.24804496469146042
2010-06-28	0.21647772970543522
2010-06-29	0.10056781372518087
2010-06-30	0.0001818247658060823
2010-07-01	-0.08712661239405661
2010-07-02	-0.1474229756805454
2010-07-06	-0.14134313464465187
2010-07-07	-0.013246283968938122
2010-07-08	0.07423904846035723
2010-07-09	0.1729960180130613
2010-07-12	0.2521867058363474
2010-07-13	0.37182343354255337
2010-07-14	0.42289991691149104
2010-07-15	0.44267901856612835
2010-07-16	0.34443104710839245
2010-07-19	0.26846872166893154
2010-07-20	0.2436681453313727
2010-07-21	0.14127492195896388
2010-07-22	0.12611996931253516
2010-07-23	0.13870967396797618
2010-07-26	0.1689894250666634
2010-07-27	0.19945000595806794
2010-07-28	0.18393835853389467
2010-07-29	0.15532236181156317
2010-07-30	0.13112607906259033
2010-08-02	0.1891652601696655
2010-08-03	0.17784987976056577
2010-08-04	0.17047729012684332
2010-08-05	0.15153401042971648
2010-08-06	0.0768465065848225
2010-08-09	-0.01627677061343835
2010-08-10	-0.11795098918150371
2010-08-11	-0.2653347253802241
2010-08-12	-0.3449690751184929
2010-08-13	-0.39887660914001893
2010-08-16	-0.40229155236099323
2010-08-17	-0.3972135093333185
2010-08-18	-0.3485206748798412
2010-08-19	-0.34891581051286213
2010-08-20	-0.3250173571856906
2010-08-23	-0.3068258214773983
2010-08-24	-0.31735447231043445
2010-08-25	-0.30312765387257645
2010-08-26	-0.31045373599472226
2010-08-27	-0.23447063071902952
2010-08-30	-0.21501883998742422
2010-08-31	-0.1543100323816432
2010-09-01	-0.017604217145457013
2010-09-02	0.10089657829602505
2010-09-03	0.23792091717456443
2010-09-07	0.2626819939079452
2010-09-08	0.3204810561713645
2010-09-09	0.4041617971414021
2010-09-10	0.41770839065815446
2010-09-13	0.4896568745653315
2010-09-14	0.4861091712427404
2010-09-15	0.4745250839132911
2010-09-16	0.4421134258095427
2010-09-17	0.3399029591534184
2010-09-20	0.3242480832027851
2010-09-21	0.2569888802041099
2010-09-22	0.157772487121228
2010-09-23	0.031880258780523474
2010-09-24	-0.013583966603717024
2010-09-27	-0.0866334638660805
2010-09-28	-0.13976085939758176
2010-09-29	-0.20282496391459287
2010-09-30	-0.2568618219431916
2010-10-01	-0.2341757116733974
2010-10-04	-0.19851817927820103
2010-10-05	-0.12551469584328595
2010-10-06	-0.05880962582657501
2010-10-07	-0.038343805210591886
2010-10-08	-0.037634482951646314
2010-10-11	-0.010968960070915246
2010-10-12	0.0459087955273248
2010-10-13	0.04397006525211966
2010-10-14	-0.029931999231910117
2010-10-15	-0.17180041682148975
2010-10-18	-0.1882579468501428
2010-10-19	-0.2205450490343192
2010-10-20	-0.20439906618943693
2010-10-21	-0.20741629737589046
2010-10-22	-0.19756303567107597
2010-10-25	-0.21863781143279826
2010-10-26	-0.21026951630982943
2010-10-27	-0.17128095173552577
2010-10-28	-0.13645166222529526
2010-10-29	-0.09744783741962032
2010-11-01	-0.07743351216236477
2010-11-02	-0.0855103740152342
2010-11-03	-0.035909283181267515
2010-11-04	0.12773516077606473
2010-11-05	0.29655422521688796
2010-11-08	0.36336446441691855
2010-11-09	0.35041988445516425
2010-11-10	0.3690530371091942
2010-11-11	0.32525031721892017
2010-11-12	0.25535608118180175
2010-11-15	0.22579698909292467
2010-11-16	0.16511818581252902
2010-11-17	0.08965322575029228
2010-11-18	0.06483179330212663
2010-11-19	0.028233793895271198
2010-11-22	-0.05345830402138485
2010-11-23	-0.15773387893882065
2010-11-24	-0.1841846882110701
2010-11-26	-0.23280218955420195
2010-11-29	-0.2271401139151144
2010-11-30	-0.24339531224905664
2010-12-01	-0.19476158857423814
2010-12-02	-0.082673415904634
2010-12-03	0.011168873957145609
2010-12-06	0.0873538206555617
2010-12-07	0.09148092811832115
2010-12-08	0.15148881007778994
2010-12-09	0.21431274421149996
2010-12-10	0.28022534186345843
2010-12-13	0.3107947312639242
2010-12-14	0.2677612193387337
2010-12-15	0.18853673690728934
2010-12-16	0.11396435583151382
2010-12-17	0.03702280844626743
2010-12-20	0.000835932391635763
2010-12-21	0.03931343658266928
2010-12-22	0.12886423657901863
2010-12-23	0.16949566041574748
2010-12-27	0.21843056720961662
2010-12-28	0.2293017119288271
2010-12-29	0.2037355401557197
2010-12-30	0.1632269737962705
2010-12-31	0.135525955109131
2011-01-03	0.1757079519993796
2011-01-04	0.22338381875471902
2011-01-05	0.2676429002308962
2011-01-06	0.26024336580747987
2011-01-07	0.18196936199042035
2011-01-10	0.09997536647547478
2011-01-11	0.04652356768633448
2011-01-12	0.06981700400617008
2011-01-13	0.05559334315359621
2011-01-14	0.06250779998544553
2011-01-18	0.04451386264316737
2011-01-19	-0.0424953720248229
2011-01-20	-0.040468706966736656
2011-01-21	-0.013920724905109871
2011-01-24	-0.021864641844147492
2011-01-25	-0.044579379281731946
2011-01-26	-0.05866723876320923
2011-01-27	-0.06647571489478088
2011-01-28	-0.11063085521520488
2011-01-31	-0.11692647090736097
2011-02-01	-0.06251987599073527
2011-02-02	-0.06275880560899427
2011-02-03	-0.067098624253493
2011-02-04	-0.12787338313534924
2011-02-07	-0.11077672487270784
2011-02-08	-0.08699700495863627
2011-02-09	-0.11368359752073331
2011-02-10	-0.10588759339792098
2011-02-11	-0.03835530759552408
2011-02-14	-0.0025664059617163115
2011-02-15	0.03060139258836836
2011-02-16	0.1113720079880085
2011-02-17	0.14218633500347455
2011-02-18	0.15761856478359992
2011-02-22	0.029500625698889227
2011-02-23	-0.06260383068400699
2011-02-24	-0.12780295585210621
2011-02-25	-0.12201325157568199
2011-02-28	-0.11834143185661361
2011-03-01	-0.18356654359043323
2011-03-02	-0.2447413123865284
2011-03-03	-0.223031510692435
2011-03-04	-0.2374311951372976
2011-03-07	-0.2584895342849452
2011-03-08	-0.1882163605176893
2011-03-09	-0.12840905702856004
2011-03-10	-0.1507562224846289
2011-03-11	-0.14649994163177493
2011-03-14	-0.1663016591447965
2011-03-15	-0.21444345275735102
2011-03-16	-0.28371759103434907
2011-03-17	-0.2681469931548089
2011-03-18	-0.17216083815852207
2011-03-21	-0.11018321312155596
2011-03-22	-0.07507202204820718
2011-03-23	-0.04123890439397248
2011-03-24	-0.009248277889384933
2011-03-25	0.019293411412075162
2011-03-28	0.042856844311935906
2011-03-29	0.05877620584666479
2011-03-30	0.09254846505305266
2011-03-31	0.08702781584442776
2011-04-01	0.0939844254433682
2011-04-04	0.10754447601294842
2011-04-05	0.12428747958038103
2011-04-06	0.19228047861853348
2011-04-07	0.20862135070045013
2011-04-08	0.1714720887161627
2011-04-11	0.13809074483720402
2011-04-12	0.09382816481773126
2011-04-13	0.03400289815891283
2011-04-14	-0.08676313337929059
2011-04-15	-0.16580683667377616
2011-04-18	-0.26587059175295363
2011-04-19	-0.27434044889986053
2011-04-20	-0.27155681523273406
2011-04-21	-0.24912134517871815
2011-04-25	-0.22646397075929198
2011-04-26	-0.16796302241483654
2011-04-27	-0.09861438395100636
2011-04-28	-0.027153584844197665
2011-04-29	0.006847155874483646
2011-05-02	0.0008926139740496053
2011-05-03	0.044233477496923176
2011-05-04	0.043984969288481404
2011-05-05	0.022071853657582283
2011-05-06	0.0004417300829316628
2011-05-09	-0.017325432972979837
2011-05-10	-0.014469725770389713
2011-05-11	-0.06772780140268544
2011-05-12	-0.10534741945924911
2011-05-13	-0.17945438915549472
2011-05-16	-0.23129379647850745
2011-05-17	-0.1925413409695042
2011-05-18	-0.1388054161885568
2011-05-19	-0.09923853255629905
2011-05-20	-0.11954010728729242
2011-05-23	-0.15816042782749928
2011-05-24	-0.1829032037461239
2011-05-25	-0.18893757665436106
2011-05-26	-0.16718268692692406
2011-05-27	-0.11855858364277438
2011-05-31	-0.048990348310309906
2011-06-01	-0.08789263776655898
2011-06-02	-0.11149407029205438
2011-06-03	-0.11699393546864556
2011-06-06	-0.17185808131650615
2011-06-07	-0.17845201348637718
2011-06-08	-0.1865857263631644
2011-06-09	-0.1380351738767005
2011-06-10	-0.08873352066867601
2011-06-13	-0.006881786103821397
2011-06-14	0.048976932539082974
2011-06-15	0.03253523673214931
2011-06-16	0.008579033331191699
2011-06-17	0.027736047153112953
2011-06-20	0.026261237319721742
2011-06-21	0.058459152007446
2011-06-22	0.06973624174584236
2011-06-23	0.04226156814111637
2011-06-24	-0.005605308300293488
2011-06-27	-0.0037429820377358203
2011-06-28	-0.01611099145245043
2011-06-29	0.039867968698041434
2011-06-30	0.11077121962522474
2011-07-01	0.21131010353848612
2011-07-05	0.2359654424662827
2011-07-06	0.21569539539109595
2011-07-07	0.2444191592253574
2011-07-08	0.21882550373809295
2011-07-11	0.11471911493812653
2011-07-12	0.04509415329819788
2011-07-13	0.017221151620501085
2011-07-14	0.04821002316578876
2011-07-15	0.046073107970586835
2011-07-18	0.03658231149421587
2011-07-19	0.06756875411787289
2011-07-20	0.12214718265161173
2011-07-21	0.23559819257872805
2011-07-22	0.2907585779184334
2011-07-25	0.28157852063188926
2011-07-26	0.24658864243307338
2011-07-27	0.165423215072467
2011-07-28	0.1070568887824677
2011-07-29	0.05048001300028883
2011-08-01	0.011915415325546266
2011-08-02	-0.04974104147002001
2011-08-03	-0.08168222011278106
2011-08-04	-0.21949683278194732
2011-08-05	-0.3131996766376329
2011-08-08	-0.5727393261707525
2011-08-09	-0.557550702873929
2011-08-10	-0.6402800570237647
2011-08-11	-0.5092758239265596
2011-08-12	-0.44210540289628986
2011-08-15	-0.3089682869354543
2011-08-16	-0.25307867929200345
2011-08-17	-0.16244365189650178
2011-08-18	-0.17311271919362436
2011-08-19	-0.21250001959261278
2011-08-22	-0.2737200406166569
2011-08-23	-0.20183970300302945
2011-08-24	-0.07026434416261917
2011-08-25	0.02115183958536382
2011-08-26	0.11893270204284878
2011-08-29	0.27401816645257293
2011-08-30	0.33182222160644037
2011-08-31	0.3912360704115684
2011-09-01	0.33916259992592135
2011-09-02	0.1936407292494502
2011-09-06	0.026728664256937318
2011-09-07	0.01400450899355521
2011-09-08	-0.06864482863432741
2011-09-09	-0.19701461197425452
2011-09-12	-0.23773448748972947
2011-09-13	-0.2374332432876638
2011-09-14	-0.19621732660932212
2011-09-15	-0.08767426195609618
2011-09-16	-0.028575870880019005
2011-09-19	-0.037962886886765634
2011-09-20	-0.04693878652366723
2011-09-21	-0.15782593065087758
2011-09-22	-0.2747241562350846
2011-09-23	-0.30248201499536
2011-09-26	-0.16437203639253894
2011-09-27	-0.06190536763955956
2011-09-28	-0.04955092275526063
2011-09-29	0.030232666576959888
2011-09-30	0.012734796084594935
2011-10-03	-0.07761249942548631
2011-10-04	-0.001299946693321008
2011-10-05	0.09570222313393928
2011-10-06	0.26035770936459124
2011-10-07	0.25652824543744
2011-10-10	0.35220462340542413
2011-10-11	0.404237343719831
2011-10-12	0.4814256292406609
2011-10-13	0.41288405546928275
2011-10-14	0.37435470012734295
2011-10-17	0.2836890041377258
2011-10-18	0.3322919766962871
2011-10-19	0.3123564273293915
2011-10-20	0.34296918036388374
2011-10-21	0.365863917809139
2011-10-24	0.4361321090069048
2011-10-25	0.3916547714875913
2011-10-26	0.3877388096816931
2011-10-27	0.5419463957573756
2011-10-28	0.588747155148011
2011-10-31	0.4642384171950123
2011-11-01	0.23080512262941932
2011-11-02	0.12652033537759705
2011-11-03	0.09623638979573884
2011-11-04	0.042227146932586945
2011-11-07	0.018202015035960084
2011-11-08	0.04673530259090586
2011-11-09	-0.09760761627504544
2011-11-10	-0.17467637449268825
2011-11-11	-0.1840809686264983
2011-11-14	-0.22993449322923598
2011-11-15	-0.24018434904533503
2011-11-16	-0.3131876180827639
2011-11-17	-0.4056665015473664
2011-11-18	-0.4356567540062521
2011-11-21	-0.4756075623918883
2011-11-22	-0.5058596282694868
2011-11-23	-0.5604790757239155
2011-11-25	-0.5553932321617171
2011-11-28	-0.4755099553008173
2011-11-29	-0.43225918272563213
2011-11-30	-0.22498891673750876
2011-12-01	-0.10778558297145646
2011-12-02	0.0957623719804298
2011-12-05	0.29914486936019014
2011-12-06	0.40045912026375774
2011-12-07	0.49666920097473344
2011-12-08	0.424598602801857
2011-12-09	0.4208945880184211
2011-12-12	0.32781190242950586
2011-12-13	0.2077296849764508
2011-12-14	0.13653473830129997
2011-12-15	0.10195505886068168
2011-12-16	0.08424734764289764
2011-12-19	-0.005112052984238863
2011-12-20	0.03443148355064729
2011-12-21	0.06518727056006748
2011-12-22	0.15185370944121027
2011-12-23	0.20613324794860938
2011-12-27	0.19531658078899938
2011-12-28	0.1540315608213108
2011-12-29	0.1669385109418512
2011-12-30	0.1546807736790332
